"chr"	"cl"	"feature_n"	"emp.pval"
"chr22"	"5kb_3_3_45400000_45410000"	1	1
"chr22"	"5kb_1_0_45555000_45555000"	5	0.0909090909090909
"chr22"	"5kb_5_10_45530000_45550000"	1	0.909090909090909
"chr22"	"5kb_11_55_45840000_45890000"	3	0.272727272727273
"chr22"	"5kb_9_36_45895000_45945000"	16	0.0909090909090909
"chr22"	"5kb_11_55_45720000_45825000"	3	0.909090909090909
"chr22"	"5kb_15_105_45650000_45835000"	6	0.272727272727273
"chr22"	"5kb_2_1_45620000_45625000"	1	0.0909090909090909
"chr22"	"5kb_2_1_45630000_45635000"	3	0.181818181818182
"chr22"	"5kb_2_1_46460000_46465000"	10	0.0909090909090909
"chr22"	"5kb_2_1_46450000_46455000"	2	0.727272727272727
"chr22"	"5kb_2_1_46470000_46475000"	7	0.0909090909090909
"chr22"	"5kb_2_1_46480000_46485000"	5	0.181818181818182
"chr22"	"5kb_3_3_46505000_46515000"	1	0.909090909090909
"chr22"	"5kb_2_1_46490000_46495000"	2	0.0909090909090909
"chr22"	"5kb_2_1_46415000_46420000"	1	0.0909090909090909
"chr22"	"5kb_3_3_46645000_46655000"	2	0.636363636363636
"chr22"	"5kb_2_1_46680000_46685000"	1	0.454545454545455
"chr22"	"5kb_4_6_46660000_46675000"	2	0.818181818181818
"chr22"	"5kb_4_6_46540000_46555000"	2	0.545454545454545
"chr22"	"5kb_4_6_46560000_46575000"	1	0.909090909090909
"chr22"	"5kb_4_6_46690000_46705000"	3	0.636363636363636
"chr22"	"5kb_1_0_46730000_46730000"	2	0.454545454545455
"chr22"	"5kb_2_1_46915000_46920000"	1	0.181818181818182
"chr22"	"5kb_2_1_46905000_46910000"	1	0.272727272727273
"chr22"	"5kb_2_1_46970000_46975000"	1	0.0909090909090909
"chr22"	"5kb_2_1_46980000_46985000"	1	0.0909090909090909
"chr22"	"5kb_2_1_17860000_17865000"	1	0.0909090909090909
"chr22"	"5kb_2_1_47165000_47170000"	3	0.0909090909090909
"chr22"	"5kb_2_1_47070000_47075000"	3	0.363636363636364
"chr22"	"5kb_3_3_47485000_47495000"	2	0.181818181818182
"chr22"	"10kb_3_3_47500000_47520000"	1	0.363636363636364
"chr22"	"10kb_2_1_47560000_47570000"	1	0.545454545454545
"chr22"	"10kb_1_0_47550000_47550000"	1	0.363636363636364
"chr22"	"5kb_2_1_47580000_47585000"	1	0.454545454545455
"chr22"	"10kb_8_28_48100000_48170000"	1	0.545454545454545
"chr22"	"10kb_2_1_47830000_47840000"	1	0.363636363636364
"chr22"	"10kb_6_15_49750000_49800000"	1	0.545454545454545
"chr22"	"5kb_2_1_50210000_50215000"	1	0.909090909090909
"chr22"	"5kb_3_3_50220000_50230000"	3	0.0909090909090909
"chr22"	"5kb_3_3_50235000_50245000"	3	0.181818181818182
"chr22"	"10kb_3_3_50270000_50290000"	1	1
"chr22"	"10kb_2_1_50250000_50260000"	1	0.181818181818182
"chr22"	"5kb_2_1_50310000_50315000"	6	0.0909090909090909
"chr22"	"5kb_3_3_50520000_50530000"	1	1
"chr22"	"5kb_1_0_50920000_50920000"	2	0.454545454545455
"chr22"	"5kb_2_1_50935000_50940000"	3	0.181818181818182
"chr22"	"5kb_1_0_50945000_50945000"	3	0.454545454545455
"chr22"	"5kb_2_1_50910000_50915000"	4	0.363636363636364
"chr22"	"5kb_2_1_50815000_50820000"	1	0.272727272727273
"chr22"	"5kb_2_1_50700000_50705000"	5	0.272727272727273
"chr22"	"10kb_1_0_50770000_50770000"	1	0.454545454545455
"chr22"	"10kb_2_1_50750000_50760000"	2	0.454545454545455
"chr22"	"5kb_2_1_50730000_50735000"	3	0.0909090909090909
"chr22"	"5kb_2_1_50720000_50725000"	2	0.454545454545455
"chr22"	"5kb_2_1_50615000_50620000"	2	0.454545454545455
"chr22"	"5kb_1_0_50625000_50625000"	3	0.0909090909090909
"chr22"	"5kb_2_1_50605000_50610000"	4	0.0909090909090909
"chr22"	"5kb_1_0_50640000_50640000"	1	0.545454545454545
"chr22"	"5kb_2_1_50630000_50635000"	2	0.545454545454545
"chr22"	"10kb_3_3_35050000_35070000"	1	0.272727272727273
"chr22"	"10kb_3_3_35500000_35520000"	1	0.454545454545455
"chr22"	"10kb_4_6_34650000_34680000"	2	0.363636363636364
"chr22"	"5kb_3_3_34065000_34075000"	1	0.363636363636364
"chr22"	"5kb_5_10_34135000_34155000"	1	0.272727272727273
"chr22"	"5kb_4_6_34260000_34280000"	1	0.181818181818182
"chr22"	"5kb_1_0_35650000_35650000"	1	0.636363636363636
"chr22"	"5kb_2_1_35655000_35660000"	1	0.454545454545455
"chr22"	"5kb_1_0_35780000_35780000"	2	0.0909090909090909
"chr22"	"5kb_1_0_35795000_35795000"	2	0.181818181818182
"chr22"	"5kb_2_1_35765000_35770000"	1	0.363636363636364
"chr22"	"5kb_1_0_35775000_35775000"	2	0.454545454545455
"chr22"	"5kb_3_3_35855000_35865000"	1	0.363636363636364
"chr22"	"5kb_1_0_35830000_35830000"	2	0.0909090909090909
"chr22"	"5kb_2_1_35935000_35940000"	2	0.636363636363636
"chr22"	"5kb_2_1_35910000_35915000"	1	0.181818181818182
"chr22"	"5kb_3_3_33250000_33260000"	48	0.0909090909090909
"chr22"	"5kb_2_1_33265000_33270000"	1	0.181818181818182
"chr22"	"5kb_2_1_33275000_33280000"	1	0.272727272727273
"chr22"	"5kb_5_10_33200000_33220000"	3	0.0909090909090909
"chr22"	"5kb_5_10_33225000_33245000"	3	0.0909090909090909
"chr22"	"5kb_3_3_33150000_33160000"	2	0.0909090909090909
"chr22"	"5kb_2_1_33190000_33195000"	2	0.545454545454545
"chr22"	"5kb_3_3_33175000_33185000"	1	0.363636363636364
"chr22"	"10kb_2_1_23730000_23740000"	2	0.363636363636364
"chr22"	"5kb_2_1_23405000_23410000"	3	0.363636363636364
"chr22"	"5kb_2_1_23350000_23355000"	1	0.181818181818182
"chr22"	"5kb_2_1_23460000_23465000"	1	0.909090909090909
"chr22"	"5kb_1_0_23480000_23480000"	1	0.363636363636364
"chr22"	"5kb_2_1_23485000_23490000"	1	0.545454545454545
"chr22"	"5kb_3_3_23520000_23530000"	4	0.0909090909090909
"chr22"	"5kb_2_1_23640000_23645000"	1	0.181818181818182
"chr22"	"5kb_1_0_23620000_23620000"	1	0.545454545454545
"chr22"	"5kb_2_1_22860000_22865000"	1	0.909090909090909
"chr22"	"5kb_2_1_22440000_22445000"	1	0.181818181818182
"chr22"	"5kb_1_0_22290000_22290000"	2	0.636363636363636
"chr22"	"5kb_1_0_22305000_22305000"	2	0.272727272727273
"chr22"	"5kb_2_1_22220000_22225000"	2	0.454545454545455
"chr22"	"5kb_6_15_22140000_22165000"	2	0.181818181818182
"chr22"	"5kb_5_10_22195000_22215000"	1	0.454545454545455
"chr22"	"5kb_5_10_22170000_22190000"	1	0.272727272727273
"chr22"	"5kb_2_1_22090000_22095000"	1	0.818181818181818
"chr22"	"5kb_2_1_22115000_22120000"	1	0.727272727272727
"chr22"	"5kb_2_1_26870000_26875000"	7	0.181818181818182
"chr22"	"5kb_2_1_26860000_26865000"	1	0.818181818181818
"chr22"	"5kb_1_0_26825000_26825000"	1	0.454545454545455
"chr22"	"5kb_2_1_26775000_26780000"	1	1
"chr22"	"5kb_2_1_26905000_26910000"	2	0.545454545454545
"chr22"	"5kb_2_1_26950000_26955000"	1	0.636363636363636
"chr22"	"5kb_2_1_26960000_26965000"	2	0.636363636363636
"chr22"	"5kb_2_1_26985000_26990000"	2	0.545454545454545
"chr22"	"10kb_5_10_25800000_25840000"	4	0.272727272727273
"chr22"	"10kb_2_1_25960000_25970000"	5	0.0909090909090909
"chr22"	"10kb_2_1_25870000_25880000"	1	0.454545454545455
"chr22"	"5kb_3_3_26110000_26120000"	1	0.909090909090909
"chr22"	"10kb_3_3_26380000_26400000"	1	0.363636363636364
"chr22"	"10kb_2_1_26360000_26370000"	1	0.454545454545455
"chr22"	"5kb_2_1_26260000_26265000"	1	0.272727272727273
"chr22"	"5kb_3_3_26550000_26560000"	1	0.909090909090909
"chr22"	"5kb_2_1_25500000_25505000"	8	0.0909090909090909
"chr22"	"5kb_3_3_25545000_25555000"	1	0.454545454545455
"chr22"	"10kb_5_10_27540000_27580000"	1	0.545454545454545
"chr22"	"10kb_5_10_27590000_27630000"	2	0.363636363636364
"chr22"	"5kb_5_10_27515000_27535000"	2	0.181818181818182
"chr22"	"5kb_5_10_27490000_27510000"	3	0.0909090909090909
"chr22"	"5kb_5_10_27450000_27470000"	1	0.545454545454545
"chr22"	"5kb_3_3_27275000_27285000"	1	0.181818181818182
"chr22"	"5kb_2_1_28115000_28120000"	2	0.0909090909090909
"chr22"	"5kb_3_3_27795000_27805000"	1	0.0909090909090909
"chr22"	"5kb_6_15_27850000_27875000"	4	0.0909090909090909
"chr22"	"5kb_8_28_27810000_27845000"	1	0.909090909090909
"chr22"	"5kb_4_6_28960000_28975000"	1	0.181818181818182
"chr22"	"5kb_4_6_28830000_28845000"	2	0.181818181818182
"chr22"	"5kb_1_0_28535000_28535000"	1	0.0909090909090909
"chr22"	"5kb_2_1_28370000_28375000"	2	0.727272727272727
"chr22"	"5kb_1_0_28310000_28310000"	1	0.545454545454545
"chr22"	"5kb_4_6_28315000_28330000"	3	0.363636363636364
"chr22"	"5kb_2_1_28260000_28265000"	1	0.181818181818182
"chr22"	"5kb_3_3_19735000_19745000"	2	0.454545454545455
"chr22"	"5kb_2_1_19750000_19755000"	2	0.0909090909090909
"chr22"	"5kb_1_0_19880000_19880000"	1	0.363636363636364
"chr22"	"5kb_2_1_19830000_19835000"	1	0.909090909090909
"chr22"	"5kb_3_3_19855000_19865000"	3	0.272727272727273
"chr22"	"5kb_3_3_19840000_19850000"	3	0.363636363636364
"chr22"	"5kb_2_1_19160000_19165000"	5	0.272727272727273
"chr22"	"5kb_2_1_19150000_19155000"	3	0.0909090909090909
"chr22"	"5kb_2_1_19270000_19275000"	1	0.545454545454545
"chr22"	"5kb_2_1_19340000_19345000"	1	0.181818181818182
"chr22"	"5kb_3_3_19095000_19105000"	2	0.181818181818182
"chr22"	"5kb_4_6_19130000_19145000"	2	0.636363636363636
"chr22"	"5kb_4_6_19060000_19075000"	1	0.363636363636364
"chr22"	"5kb_4_6_19040000_19055000"	1	0.454545454545455
"chr22"	"5kb_2_1_19510000_19515000"	2	0.545454545454545
"chr22"	"5kb_3_3_19460000_19470000"	6	0.181818181818182
"chr22"	"5kb_2_1_19375000_19380000"	1	0.363636363636364
"chr22"	"5kb_1_0_19415000_19415000"	6	0.0909090909090909
"chr22"	"5kb_2_1_19405000_19410000"	1	0.363636363636364
"chr22"	"5kb_19_171_30280000_30375000"	2	0.636363636363636
"chr22"	"10kb_7_21_30160000_30390000"	5	0.454545454545455
"chr22"	"10kb_6_15_30220000_30270000"	3	0.727272727272727
"chr22"	"10kb_7_21_30000000_30060000"	5	0.181818181818182
"chr22"	"10kb_10_45_30400000_30490000"	1	1
"chr22"	"10kb_5_10_30070000_30110000"	2	0.818181818181818
"chr22"	"10kb_5_10_30120000_30170000"	1	0.909090909090909
"chr22"	"5kb_15_105_30500000_30655000"	28	0.0909090909090909
"chr22"	"5kb_1_0_30615000_30615000"	1	0.181818181818182
"chr22"	"5kb_15_105_30510000_30585000"	3	0.272727272727273
"chr22"	"5kb_14_91_30680000_30745000"	9	0.272727272727273
"chr22"	"5kb_4_6_30660000_30675000"	1	0.636363636363636
"chr22"	"5kb_4_6_30780000_30795000"	6	0.0909090909090909
"chr22"	"5kb_6_15_30750000_30775000"	5	0.818181818181818
"chr22"	"5kb_11_55_31040000_31090000"	5	0.818181818181818
"chr22"	"5kb_11_55_31095000_31145000"	1	1
"chr22"	"10kb_2_1_31000000_31010000"	8	0.0909090909090909
"chr22"	"10kb_2_1_31020000_31030000"	3	0.181818181818182
"chr22"	"10kb_7_21_30930000_30990000"	4	0.909090909090909
"chr22"	"10kb_12_66_30810000_30920000"	8	0.727272727272727
"chr22"	"10kb_5_10_31450000_31490000"	11	0.363636363636364
"chr22"	"10kb_4_6_31330000_31360000"	7	0.181818181818182
"chr22"	"5kb_15_105_31370000_31445000"	1	0.636363636363636
"chr22"	"5kb_9_36_31155000_31325000"	2	0.909090909090909
"chr22"	"5kb_9_36_31150000_31195000"	1	0.363636363636364
"chr22"	"5kb_8_28_31200000_31235000"	1	0.909090909090909
"chr22"	"10kb_4_6_29070000_29100000"	2	0.545454545454545
"chr22"	"10kb_5_10_29110000_29150000"	6	0.545454545454545
"chr22"	"10kb_4_6_29160000_29190000"	18	0.0909090909090909
"chr22"	"10kb_9_36_29270000_29350000"	9	0.0909090909090909
"chr22"	"10kb_5_10_29240000_29440000"	1	0.363636363636364
"chr22"	"10kb_5_10_29450000_29490000"	5	0.727272727272727
"chr22"	"10kb_5_10_29600000_29640000"	1	1
"chr22"	"5kb_4_6_29665000_29680000"	1	1
"chr22"	"5kb_1_0_29660000_29660000"	8	0.0909090909090909
"chr22"	"10kb_3_3_29700000_29720000"	3	1
"chr22"	"10kb_3_3_29730000_29750000"	1	0.818181818181818
"chr22"	"5kb_5_10_29760000_29780000"	4	0.0909090909090909
"chr22"	"5kb_4_6_29860000_29875000"	1	0.727272727272727
"chr22"	"10kb_4_6_29800000_29830000"	1	0.909090909090909
"chr22"	"5kb_4_6_29980000_29995000"	2	0.454545454545455
"chr22"	"5kb_6_15_29950000_29975000"	5	0.181818181818182
"chr22"	"5kb_5_10_29925000_29945000"	4	0.181818181818182
"chr22"	"5kb_2_1_32350000_32355000"	14	0.0909090909090909
"chr22"	"5kb_8_28_32370000_32475000"	1	0.545454545454545
"chr22"	"5kb_4_6_32480000_32495000"	1	0.272727272727273
"chr22"	"5kb_6_15_32415000_32440000"	3	0.272727272727273
"chr22"	"5kb_3_3_32445000_32455000"	3	0.181818181818182
"chr22"	"10kb_14_91_32500000_32640000"	1	1
"chr22"	"5kb_5_10_32800000_32820000"	4	0.0909090909090909
"chr22"	"5kb_5_10_32750000_32770000"	2	1
"chr22"	"5kb_4_6_32965000_32980000"	1	0.272727272727273
"chr22"	"5kb_2_1_32920000_32925000"	1	0.636363636363636
"chr22"	"5kb_2_1_32865000_32870000"	7	0.0909090909090909
"chr22"	"5kb_1_0_32875000_32875000"	1	0.181818181818182
"chr22"	"5kb_4_6_31850000_31865000"	1	0.909090909090909
"chr22"	"5kb_4_6_31870000_31885000"	2	0.272727272727273
"chr22"	"5kb_5_10_31890000_31910000"	6	0.0909090909090909
"chr22"	"10kb_3_3_31940000_31960000"	1	0.818181818181818
"chr22"	"5kb_5_10_32025000_32045000"	6	0.0909090909090909
"chr22"	"5kb_5_10_32000000_32020000"	2	0.818181818181818
"chr22"	"5kb_6_15_32320000_32345000"	7	0.454545454545455
"chr22"	"5kb_10_45_32270000_32315000"	1	0.727272727272727
"chr22"	"5kb_5_10_32150000_32170000"	1	0.636363636363636
"chr22"	"10kb_3_3_32050000_32070000"	2	0.909090909090909
"chr22"	"10kb_7_21_32080000_32140000"	5	0.818181818181818
"chr22"	"5kb_9_36_31500000_31540000"	5	0.727272727272727
"chr22"	"5kb_6_15_31545000_31575000"	1	1
"chr22"	"10kb_3_3_31580000_31600000"	2	1
"chr22"	"10kb_4_6_31610000_31640000"	9	0.0909090909090909
"chr22"	"5kb_4_6_31680000_31695000"	8	0.0909090909090909
"chr22"	"5kb_6_15_31650000_31675000"	2	0.636363636363636
"chr22"	"5kb_4_6_31740000_31755000"	2	0.909090909090909
"chr22"	"5kb_4_6_31805000_31820000"	1	0.181818181818182
"chr22"	"5kb_3_3_31790000_31800000"	3	0.181818181818182
"chr22"	"5kb_2_1_24050000_24055000"	3	0.272727272727273
"chr22"	"5kb_1_0_24110000_24110000"	1	0.909090909090909
"chr22"	"5kb_2_1_24100000_24105000"	2	0.454545454545455
"chr22"	"5kb_2_1_24115000_24120000"	1	0.181818181818182
"chr22"	"5kb_1_0_24125000_24125000"	2	0.363636363636364
"chr22"	"5kb_2_1_24140000_24145000"	2	0.0909090909090909
"chr22"	"5kb_3_3_24785000_24795000"	1	0.272727272727273
"chr22"	"5kb_3_3_24740000_24750000"	1	0.363636363636364
"chr22"	"5kb_7_21_24800000_24830000"	1	1
"chr22"	"5kb_2_1_24980000_24985000"	1	0.818181818181818
"chr22"	"5kb_2_1_24990000_24995000"	1	0.909090909090909
"chr22"	"5kb_3_3_24950000_24960000"	10	0.0909090909090909
"chr22"	"5kb_3_3_24400000_24410000"	3	0.545454545454545
"chr22"	"5kb_2_1_24480000_24485000"	1	0.0909090909090909
"chr22"	"5kb_1_0_24600000_24600000"	1	0.181818181818182
"chr22"	"5kb_1_0_24575000_24575000"	2	0.363636363636364
"chr22"	"5kb_2_1_24545000_24550000"	6	0.0909090909090909
"chr22"	"5kb_2_1_37060000_37065000"	1	0.0909090909090909
"chr22"	"5kb_2_1_37210000_37215000"	1	0.818181818181818
"chr22"	"5kb_2_1_37510000_37515000"	1	0.0909090909090909
"chr22"	"5kb_3_3_37275000_37285000"	1	0.363636363636364
"chr22"	"5kb_2_1_37620000_37625000"	15	0.0909090909090909
"chr22"	"5kb_2_1_37630000_37635000"	4	0.0909090909090909
"chr22"	"5kb_2_1_37640000_37645000"	5	0.0909090909090909
"chr22"	"5kb_2_1_37595000_37600000"	1	1
"chr22"	"5kb_1_0_37590000_37590000"	1	0.454545454545455
"chr22"	"5kb_2_1_37550000_37555000"	1	0.272727272727273
"chr22"	"5kb_2_1_37580000_37585000"	3	0.636363636363636
"chr22"	"5kb_2_1_37770000_37775000"	1	0.636363636363636
"chr22"	"5kb_2_1_37700000_37705000"	2	0.0909090909090909
"chr22"	"5kb_2_1_37895000_37900000"	1	0.363636363636364
"chr22"	"5kb_1_0_38135000_38135000"	1	0.272727272727273
"chr22"	"5kb_1_0_38080000_38080000"	2	0.545454545454545
"chr22"	"5kb_2_1_38085000_38090000"	1	0.818181818181818
"chr22"	"5kb_2_1_38165000_38170000"	4	0.0909090909090909
"chr22"	"5kb_2_1_38060000_38065000"	1	0.636363636363636
"chr22"	"5kb_1_0_38200000_38200000"	14	0.0909090909090909
"chr22"	"5kb_3_3_38225000_38235000"	1	0.454545454545455
"chr22"	"5kb_2_1_38250000_38255000"	2	0.0909090909090909
"chr22"	"5kb_2_1_38270000_38275000"	3	0.0909090909090909
"chr22"	"5kb_1_0_38280000_38280000"	1	0.272727272727273
"chr22"	"5kb_2_1_38285000_38290000"	2	0.181818181818182
"chr22"	"5kb_2_1_38295000_38300000"	6	0.0909090909090909
"chr22"	"5kb_2_1_38305000_38310000"	1	0.363636363636364
"chr22"	"5kb_2_1_38315000_38320000"	5	0.0909090909090909
"chr22"	"5kb_3_3_38860000_38875000"	2	0.727272727272727
"chr22"	"5kb_4_6_38840000_38855000"	2	0.727272727272727
"chr22"	"5kb_4_6_38880000_38895000"	28	0.0909090909090909
"chr22"	"5kb_2_1_38900000_38905000"	2	0.636363636363636
"chr22"	"5kb_2_1_39045000_39050000"	3	0.636363636363636
"chr22"	"5kb_2_1_39090000_39095000"	11	0.0909090909090909
"chr22"	"5kb_2_1_39075000_39080000"	6	0.272727272727273
"chr22"	"5kb_4_6_38610000_38625000"	3	0.818181818181818
"chr22"	"5kb_5_10_38530000_38550000"	1	0.545454545454545
"chr22"	"5kb_5_10_38505000_38525000"	1	1
"chr22"	"5kb_7_21_38500000_38605000"	5	0.454545454545455
"chr22"	"5kb_5_10_38555000_38575000"	4	0.0909090909090909
"chr22"	"5kb_2_1_38450000_38455000"	3	0.545454545454545
"chr22"	"5kb_3_3_38475000_38485000"	2	0.545454545454545
"chr22"	"5kb_2_1_38690000_38695000"	2	0.181818181818182
"chr22"	"5kb_2_1_38700000_38705000"	1	0.181818181818182
"chr22"	"5kb_5_10_38710000_38730000"	10	0.0909090909090909
"chr22"	"5kb_2_1_38680000_38685000"	2	0.0909090909090909
"chr22"	"5kb_2_1_38660000_38665000"	2	0.545454545454545
"chr22"	"5kb_2_1_38650000_38655000"	1	0.363636363636364
"chr22"	"5kb_4_6_40450000_40465000"	1	0.363636363636364
"chr22"	"5kb_4_6_40470000_40485000"	1	0.545454545454545
"chr22"	"5kb_5_10_40495000_40515000"	1	0.363636363636364
"chr22"	"5kb_5_10_40570000_40590000"	5	0.0909090909090909
"chr22"	"5kb_5_10_40595000_40615000"	1	0.272727272727273
"chr22"	"5kb_6_15_40640000_40665000"	1	0.909090909090909
"chr22"	"5kb_4_6_40620000_40635000"	2	0.272727272727273
"chr22"	"5kb_6_15_40710000_40735000"	2	0.909090909090909
"chr22"	"5kb_2_1_40740000_40745000"	3	0.272727272727273
"chr22"	"5kb_5_10_40670000_40690000"	1	0.363636363636364
"chr22"	"5kb_3_3_40695000_40705000"	1	0.363636363636364
"chr22"	"10kb_5_10_40250000_40290000"	1	0.818181818181818
"chr22"	"10kb_4_6_40180000_40210000"	1	0.545454545454545
"chr22"	"5kb_5_10_40330000_40350000"	1	0.909090909090909
"chr22"	"10kb_3_3_40300000_40320000"	1	0.545454545454545
"chr22"	"10kb_3_3_39900000_39920000"	11	0.0909090909090909
"chr22"	"10kb_8_28_39930000_40440000"	6	0.818181818181818
"chr22"	"10kb_4_6_40000000_40030000"	1	0.454545454545455
"chr22"	"5kb_2_1_40765000_40770000"	1	0.818181818181818
"chr22"	"5kb_2_1_40890000_40895000"	1	0.181818181818182
"chr22"	"5kb_2_1_40900000_40905000"	3	0.0909090909090909
"chr22"	"5kb_10_45_40840000_40885000"	1	0.909090909090909
"chr22"	"5kb_6_15_40820000_41045000"	5	0.0909090909090909
"chr22"	"5kb_15_105_40965000_41035000"	5	0.0909090909090909
"chr22"	"5kb_10_45_40915000_40960000"	4	0.0909090909090909
"chr22"	"5kb_3_3_41240000_41250000"	6	0.363636363636364
"chr22"	"5kb_2_1_41215000_41220000"	2	0.636363636363636
"chr22"	"5kb_5_10_41105000_41125000"	1	0.181818181818182
"chr22"	"5kb_5_10_41080000_41100000"	1	0.454545454545455
"chr22"	"5kb_3_3_41065000_41075000"	1	0.727272727272727
"chr22"	"5kb_2_1_39240000_39245000"	1	0.636363636363636
"chr22"	"5kb_2_1_39250000_39255000"	2	0.0909090909090909
"chr22"	"5kb_2_1_39260000_39265000"	12	0.0909090909090909
"chr22"	"5kb_3_3_39145000_39155000"	7	0.0909090909090909
"chr22"	"5kb_3_3_39130000_39140000"	4	0.0909090909090909
"chr22"	"5kb_3_3_39100000_39110000"	2	0.545454545454545
"chr22"	"5kb_2_1_39190000_39195000"	2	0.363636363636364
"chr22"	"5kb_2_1_39540000_39545000"	5	0.0909090909090909
"chr22"	"10kb_3_3_39480000_39500000"	5	0.0909090909090909
"chr22"	"10kb_3_3_39450000_39470000"	2	0.727272727272727
"chr22"	"10kb_3_3_39420000_39440000"	1	0.818181818181818
"chr22"	"10kb_2_1_39400000_39410000"	6	0.0909090909090909
"chr22"	"5kb_3_3_39365000_39375000"	2	0.545454545454545
"chr22"	"5kb_2_1_39330000_39335000"	2	0.0909090909090909
"chr22"	"5kb_4_6_39650000_39665000"	1	0.181818181818182
"chr22"	"5kb_5_10_39685000_39705000"	3	0.0909090909090909
"chr22"	"5kb_2_1_39640000_39645000"	5	0.181818181818182
"chr22"	"5kb_6_15_39610000_39635000"	5	0.0909090909090909
"chr22"	"5kb_1_0_39895000_39895000"	4	0.272727272727273
"chr22"	"5kb_1_0_39780000_39780000"	1	0.545454545454545
"chr22"	"5kb_1_0_39795000_39795000"	1	0.545454545454545
"chr22"	"5kb_3_3_41335000_41345000"	5	0.0909090909090909
"chr22"	"5kb_7_21_41410000_41445000"	2	0.363636363636364
"chr22"	"5kb_5_10_41465000_41485000"	5	0.0909090909090909
"chr22"	"5kb_3_3_41450000_41460000"	2	0.0909090909090909
"chr22"	"5kb_2_1_41350000_41355000"	1	0.181818181818182
"chr22"	"5kb_4_6_41540000_41555000"	1	0.272727272727273
"chr22"	"5kb_4_6_41560000_41575000"	3	0.0909090909090909
"chr22"	"5kb_5_10_41595000_41615000"	2	0.636363636363636
"chr22"	"5kb_3_3_41580000_41590000"	2	0.545454545454545
"chr22"	"5kb_3_3_41835000_41845000"	8	0.0909090909090909
"chr22"	"5kb_5_10_41810000_41830000"	3	0.363636363636364
"chr22"	"5kb_3_3_41795000_41805000"	2	0.181818181818182
"chr22"	"5kb_2_1_41865000_41870000"	2	0.363636363636364
"chr22"	"5kb_3_3_41850000_41860000"	1	0.727272727272727
"chr22"	"5kb_3_3_41665000_41675000"	1	1
"chr22"	"5kb_3_3_41695000_41705000"	4	0.181818181818182
"chr22"	"5kb_3_3_41680000_41690000"	4	0.272727272727273
"chr22"	"5kb_4_6_41725000_41740000"	2	0.363636363636364
"chr22"	"5kb_3_3_41710000_41720000"	2	0.0909090909090909
"chr22"	"5kb_4_6_41745000_41760000"	2	0.909090909090909
"chr22"	"5kb_3_3_41765000_41775000"	2	0.363636363636364
"chr22"	"5kb_1_0_41940000_41940000"	4	0.0909090909090909
"chr22"	"5kb_3_3_41955000_41965000"	2	0.363636363636364
"chr22"	"5kb_2_1_42015000_42020000"	7	0.0909090909090909
"chr22"	"5kb_2_1_42000000_42005000"	1	0.0909090909090909
"chr22"	"5kb_3_3_41985000_41995000"	2	0.454545454545455
"chr22"	"5kb_4_6_42765000_42780000"	1	0.909090909090909
"chr22"	"5kb_3_3_42725000_42735000"	1	0.363636363636364
"chr22"	"5kb_6_15_42550000_42580000"	2	0.0909090909090909
"chr22"	"5kb_9_36_42585000_42625000"	1	0.727272727272727
"chr22"	"5kb_3_3_42630000_42640000"	1	0.454545454545455
"chr22"	"5kb_2_1_42660000_42665000"	5	0.0909090909090909
"chr22"	"5kb_3_3_42385000_42395000"	2	0.636363636363636
"chr22"	"5kb_3_3_42370000_42380000"	1	0.909090909090909
"chr22"	"10kb_3_3_42320000_42340000"	6	0.545454545454545
"chr22"	"10kb_3_3_42290000_42310000"	1	1
"chr22"	"5kb_7_21_42255000_42285000"	5	0.0909090909090909
"chr22"	"5kb_7_21_42220000_42250000"	6	0.0909090909090909
"chr22"	"5kb_10_45_42170000_42215000"	2	0.818181818181818
"chr22"	"5kb_5_10_42085000_42105000"	1	1
"chr22"	"5kb_5_10_42060000_42080000"	8	0.0909090909090909
"chr22"	"5kb_2_1_43230000_43235000"	1	0.0909090909090909
"chr22"	"5kb_2_1_43220000_43225000"	1	0.0909090909090909
"chr22"	"5kb_4_6_43065000_43080000"	2	0.0909090909090909
"chr22"	"5kb_3_3_43050000_43060000"	1	0.181818181818182
"chr22"	"5kb_4_6_43085000_43100000"	1	0.454545454545455
"chr22"	"5kb_3_3_43105000_43115000"	2	0.909090909090909
"chr22"	"5kb_7_21_43275000_43305000"	1	0.454545454545455
"chr22"	"5kb_5_10_43250000_43270000"	1	0.727272727272727
"chr22"	"10kb_3_3_43310000_43330000"	3	0.181818181818182
"chr22"	"10kb_3_3_43340000_43360000"	3	0.363636363636364
"chr22"	"5kb_6_15_43370000_43400000"	1	0.272727272727273
"chr22"	"5kb_6_15_43395000_43425000"	3	0.363636363636364
"chr22"	"5kb_1_0_43520000_43520000"	1	0.181818181818182
"chr22"	"5kb_2_1_43540000_43545000"	3	0.272727272727273
"chr22"	"5kb_3_3_43525000_43535000"	1	0.909090909090909
"chr22"	"5kb_2_1_43500000_43505000"	1	0.727272727272727
"chr22"	"5kb_3_3_43485000_43495000"	2	0.454545454545455
"chr22"	"5kb_3_3_44755000_44765000"	2	0.272727272727273
"chr22"	"5kb_4_6_44710000_44725000"	4	0.0909090909090909
"chr22"	"10kb_2_1_44840000_44850000"	1	0.363636363636364
"chr22"	"5kb_4_6_44880000_44895000"	6	0.272727272727273
"chr22"	"5kb_3_3_44900000_44910000"	1	0.545454545454545
